frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
903,291,[2310.0837074118454 1496.0560447767152 3006.584463715933 2043.7038838076173],[2572.80810546875 1850.8345947265625 2768.62939453125 1940.410888671875],0.638297617,DA07CLX,0.349714222
906,291,[2327.2377010683085 1513.1847036392073 3031.5389287325615 2062.198129128079],[2584.41455078125 1875.9151611328125 2772.75537109375 1965.3753662109375],0.680648088,DA07CLA,0.197574492
907,291,[2336.7831813312287 1516.4584333480552 3050.5631230116596 2069.1320432328457],[2581.727783203125 1876.5111083984375 2775.907958984375 1966.5345458984375],0.704658389,DA07CLA,0.354073531
908,291,[2331.0938390389924 1519.6453176397852 3048.7136476792234 2075.0666793818828],[2586.40673828125 1885.171875 2775.055908203125 1972.01220703125],0.683333099,DA07CLX,0.217310864
909,411,[2123.69006721084 955.9502071787942 2714.1091362368225 1556.169549091705],[2334.492431640625 1386.2198486328125 2493.495849609375 1459.899169921875],0.568780601,EY09VOS,0.390227089
911,291,[2324.9855443122965 1533.5204157285968 3046.477046735583 2094.980692757289],[2588.36083984375 1902.077392578125 2779.976806640625 1986.130859375],0.647476614,DA07CLX,0.582225058
913,291,[2324.3043076884956 1543.4066092963867 3041.587296050474 2103.4738501461684],[2595.771240234375 1919.00439453125 2783.454345703125 1999.1419677734375],0.693110585,DA07CLX,0.28964339
914,291,[2328.8672814955735 1553.003664829633 3039.5785853447674 2107.619594860859],[2594.679443359375 1923.730712890625 2787.0595703125 2011.5572509765625],0.70446831,DA07CLX,0.390551343
918,291,[2338.7286872835193 1577.3689862315086 3047.9106308256173 2129.5680524597888],[2602.66552734375 1953.83642578125 2805.763916015625 2040.48779296875],0.658308685,DA07CLX,0.559918725
922,291,[2355.0383653981917 1605.9652387916506 3058.657258250854 2149.4730450838747],[2610.51123046875 1977.1614990234375 2813.66748046875 2069.278076171875],0.714519501,DA07CLA,0.655007621
922,229,[2121.4057121448304 981.6936140290175 2733.817216111097 1608.9869370699348],[2322.945068359375 1432.7098388671875 2492.816162109375 1510.1502685546875],0.57963711,EV06VOS,0.294741052
923,291,[2358.9285200634604 1614.0756971529422 3054.9818106121966 2149.9917218886612],[2615.499267578125 1980.1168212890625 2822.17041015625 2079.93701171875],0.714859188,DA07CLX,0.600767817
924,291,[2363.6661708088577 1620.5476658858283 3052.8926858970676 2149.0810369062137],[2619.626708984375 1991.78759765625 2828.041015625 2087.061767578125],0.696128488,DA07CLX,0.618673578
925,291,[2366.334192276055 1623.767457040282 3053.1213112267556 2147.9754130652627],[2620.343994140625 1998.3875732421875 2824.786376953125 2085.395263671875],0.696439505,DA07CLX,0.623713023
926,291,[2370.3025408839057 1628.7344772543042 3055.6068956463864 2148.7566835446473],[2624.418701171875 2003.199462890625 2830.314208984375 2094.199951171875],0.713238597,DA07CLX,0.316709328
927,291,[2376.693912047049 1632.5923948113696 3059.431985032439 2146.7841602321078],[2629.150146484375 2016.400634765625 2829.11376953125 2108.373046875],0.721046925,DA07CLX,0.772776008
927,229,[2119.073979587991 998.613963063884 2742.601410358096 1630.855548152048],[2317.100341796875 1453.3740234375 2479.90087890625 1531.7808837890625],0.654872894,EY06VWS,0.102089196
928,291,[2385.6515520872567 1636.6734937839442 3065.5468133182917 2143.4487608347526],[2632.409912109375 2016.5899658203125 2828.000244140625 2108.780517578125],0.722626209,DA03CLX,0.599719776
929,291,[2388.9672314171653 1641.352069015532 3066.9670782041685 2141.2157279527596],[2632.349365234375 2022.9810791015625 2835.86376953125 2119.17138671875],0.727584839,DA07CLX,0.547873069
929,229,[2110.6023927498964 999.1668494358 2749.561007210754 1649.0714763510296],[2315.539306640625 1455.2655029296875 2486.30517578125 1544.8948974609375],0.649272621,EY09VOS,0.356523283
930,291,[2393.7129094651773 1649.3397299181847 3068.011194641196 2141.0164626967053],[2633.318115234375 2039.2188720703125 2841.4892578125 2133.13720703125],0.691757381,OA07CLX,0.370391387
930,229,[2105.6979729354107 1001.9947421929392 2748.6797526652604 1657.444880124668],[2319.907470703125 1467.61962890625 2489.270263671875 1553.454345703125],0.611345768,EY09VIS,0.28114141
931,291,[2387.8815639880413 1654.0720877641072 3067.3123718862344 2145.47179136749],[2636.208251953125 2043.718505859375 2836.580810546875 2132.820556640625],0.672759652,DA07CLX,0.527231098
932,229,[2100.6184250531483 1007.3161262290527 2742.1496041735572 1665.0780913080448],[2310.006591796875 1467.9107666015625 2489.313720703125 1555.0220947265625],0.604821146,EY06VWS,0.154479467
934,229,[2099.1730276194676 1011.651032045761 2740.514019839053 1674.7782256778241],[2315.58984375 1481.27099609375 2485.2568359375 1556.897216796875],0.602074265,EY06VOS,0.267861932
935,291,[2399.6511880975777 1680.5961810183771 3081.8220086957863 2154.6484122305674],[2644.101806640625 2070.0263671875 2853.748779296875 2160.0],0.724492192,DA07CLX,0.336592015
936,291,[2406.8946287886247 1689.1718952812062 3084.5638822216506 2154.414188057688],[2651.7587890625 2083.9375 2863.404052734375 2160.0],0.689319968,DA07CLX,0.766546699
936,229,[2103.1898843717267 1014.6380713986246 2739.208306429378 1674.37123140009],[2319.5078125 1486.24658203125 2485.779296875 1573.2392578125],0.689148724,EY09VVS,0.266303088
937,229,[2106.20298732209 1014.5324157251797 2741.216209258075 1672.914336706835],[2316.009033203125 1489.1165771484375 2480.77685546875 1579.2908935546875],0.684895337,EY09VCS,0.198346697
937,291,[2425.419407800865 1696.4028838485197 3096.6579082534727 2148.7512678165076],[2657.40771484375 2088.688720703125 2864.068359375 2160.0],0.679475188,DA07CLX,0.654800787
938,229,[2102.254370630034 1015.593002567839 2739.602633979975 1677.6956108675204],[2310.27490234375 1498.0400390625 2480.483642578125 1579.529296875],0.695630312,EY06VVS,0.215392886
940,229,[2101.202969080503 1017.5100266876473 2750.536014895747 1694.509076826031],[2308.810791015625 1503.772705078125 2486.174072265625 1591.606201171875],0.687343061,EY09VYS,0.091874024
941,229,[2101.0013467185436 1019.3688888360249 2753.557841454377 1700.952431544751],[2306.980712890625 1503.32958984375 2484.307373046875 1595.537841796875],0.670197666,EY06VVS,0.2227036
942,229,[2098.888439361102 1017.6458367742464 2756.4012735583105 1706.4355455971001],[2308.76513671875 1512.6427001953125 2489.93408203125 1602.4339599609375],0.660387993,EJ06VVS,0.131326452
945,229,[2093.9149196379276 1032.4494145521523 2746.4488125344733 1721.3177258628016],[2311.519775390625 1528.3743896484375 2488.857421875 1610.8677978515625],0.66204983,EX06VOS,0.091329868
946,229,[2094.8812857054522 1033.5537489901117 2748.770892297863 1724.8809561484788],[2312.816650390625 1533.1962890625 2486.2666015625 1613.017822265625],0.655812919,EY06VWS,0.055596962
948,229,[2093.3384445713236 1038.1911418938994 2751.559543086733 1737.297045367857],[2318.1533203125 1537.5003662109375 2483.3466796875 1623.3607177734375],0.69985801,EV06VVS,0.379328935
949,229,[2091.6309539672784 1041.6510127615102 2748.069559596436 1740.978209768693],[2312.33056640625 1541.87109375 2485.948974609375 1625.4027099609375],0.690030158,EY06VIS,0.421927631
953,229,[2084.664168224177 1051.9483669652027 2746.818043670982 1767.6744942106752],[2312.40380859375 1565.631591796875 2492.561279296875 1648.406982421875],0.638811111,EY06VVS,0.444258699
954,229,[2086.834320928918 1059.5947552570153 2747.232299507449 1774.244903041611],[2309.07177734375 1573.8350830078125 2486.716552734375 1653.0450439453125],0.604193389,EY06VVS,0.185577223
955,229,[2085.4362347062097 1058.213838038473 2750.7000191987554 1779.8453923600662],[2309.307373046875 1576.1759033203125 2488.33984375 1654.0308837890625],0.630542099,EY06VVS,0.310789401
957,229,[2078.785536415116 1067.0235258574874 2742.1367592905635 1790.9621252891739],[2308.048828125 1585.02392578125 2484.802734375 1670.294677734375],0.681749582,EY03WVS,0.325894941
959,229,[2081.9596841090947 1075.0423401888365 2744.9765257857357 1798.6134235981142],[2314.7998046875 1594.6165771484375 2489.5224609375 1675.5986328125],0.687831581,EV06VUS,0.155372837
960,229,[2081.2995829328866 1076.1756267592637 2747.6815378206034 1803.107382647308],[2305.4892578125 1598.1192626953125 2490.165771484375 1684.6373291015625],0.697807193,EV06VOS,0.145744968
962,229,[2080.510295866911 1086.6290888405383 2746.407317479886 1811.4847142429862],[2307.87158203125 1608.736083984375 2494.291259765625 1697.0830078125],0.645005167,EY09WOS,0.130865947
965,229,[2086.367127054221 1113.1481155958738 2749.0140389701055 1831.8362778216838],[2309.60107421875 1624.7669677734375 2494.866455078125 1706.55029296875],0.666357398,EY06VOS,0.23344574
966,229,[2087.125484984368 1132.0245246598652 2744.2719434210912 1840.7308840394924],[2311.5029296875 1634.8818359375 2494.751220703125 1718.533935546875],0.695657253,EV06VVS,0.52714504
967,229,[2083.1431309492737 1139.654974503657 2740.955641731059 1846.38522225921],[2313.753662109375 1631.1591796875 2495.7890625 1714.9178466796875],0.668047071,EY09VVS,0.533524528
973,229,[2060.3667876322 1118.4734138184497 2766.859424647214 1885.9844781461213],[2310.95361328125 1669.53955078125 2497.83984375 1753.491943359375],0.641781688,EY06VOS,0.115143047
974,229,[2058.0714813730547 1117.3986935169728 2769.8991562824685 1892.4372444858238],[2315.3095703125 1674.1805419921875 2505.022216796875 1759.1641845703125],0.692082703,EY09VLS,0.46474539
975,229,[2055.504158054504 1122.7081419402236 2763.9132724061283 1895.725556641365],[2315.7783203125 1680.0289306640625 2500.0791015625 1766.7784423828125],0.70027709,EY09VRS,0.198014837
977,229,[2065.5002440775756 1139.8279043329348 2761.5983664999562 1901.7723137961184],[2312.163818359375 1693.5670166015625 2501.21875 1779.5013427734375],0.682273448,EY09VLS,0.246872178
978,229,[2064.5970307394664 1138.3932314955764 2767.893861217046 1908.4410587713526],[2313.12255859375 1697.862060546875 2505.480712890625 1785.9603271484375],0.694783151,EY06VTS,0.140400729
979,229,[2066.9227422943495 1137.3434725398206 2774.556247633363 1912.4602901360292],[2316.097412109375 1704.585693359375 2504.84619140625 1792.2283935546875],0.678320348,EY09VIS,0.152725195
983,229,[2059.8012995358786 1150.703224889318 2785.1970752901125 1945.2654045677605],[2327.29345703125 1726.4080810546875 2522.99951171875 1819.1136474609375],0.693362713,EY09VOS,0.132708228
984,229,[2074.3039462560373 1189.5565265096238 2776.796308696429 1953.9263273077236],[2330.82763671875 1730.80078125 2515.82275390625 1822.8189697265625],0.689651668,EY09VVS,0.20786717
985,229,[2077.4009584495147 1213.5326517823225 2767.675641334998 1959.6338809157771],[2331.30419921875 1740.47021484375 2521.79833984375 1831.887451171875],0.687036991,EY09VOS,0.452144632
986,229,[2073.610893954247 1212.5486564824566 2771.3894886531566 1966.489396581244],[2326.096435546875 1743.13037109375 2526.12548828125 1839.255615234375],0.705890357,EY09VVS,0.215342953
987,229,[2077.1995667846522 1226.113790534306 2772.209802330255 1976.8252432767965],[2327.934326171875 1752.16162109375 2522.154052734375 1839.51318359375],0.66930753,EY06VMS,0.300615954
989,229,[2090.310542957406 1246.9481857745427 2785.151723212354 1992.765256586771],[2338.52197265625 1768.07958984375 2530.25390625 1853.7509765625],0.669901311,EY09MVS,0.281116171
990,229,[2087.518122217504 1248.5792547539245 2787.505207120046 1996.4782967582155],[2341.401123046875 1773.384521484375 2529.556640625 1863.267333984375],0.693339527,EY09VTS,0.251002587
991,229,[2082.977320904101 1254.6821653858397 2782.652547908324 2000.9348620277262],[2343.501953125 1774.6593017578125 2532.91796875 1864.4329833984375],0.69074142,EY09VTS,0.246290022
992,229,[2080.695148667227 1254.5742809337644 2789.4667085934757 2007.7968728530038],[2342.0244140625 1783.44140625 2528.051513671875 1874.275634765625],0.705776155,EY09WMS,0.128594303
993,229,[2056.975673920029 1207.9665000323735 2813.0486463957714 2016.539276038563],[2338.961669921875 1790.88427734375 2537.850830078125 1881.601318359375],0.714190602,EY09WVS,0.286872607
994,229,[2041.782614666261 1175.7020957520795 2826.0913330643707 2022.7512374758517],[2342.622802734375 1799.4429931640625 2541.4013671875 1889.6209716796875],0.680519998,EV06VOS,0.170476568
996,229,[2046.4319846557062 1162.6804580701792 2843.8764620085344 2039.7549737520117],[2351.95849609375 1813.68017578125 2544.920166015625 1902.362548828125],0.671697438,EY06VLS,0.139474313
998,229,[2074.498367528111 1187.6647316526646 2856.5375900722456 2055.42112622708],[2352.69775390625 1820.5140380859375 2548.660400390625 1913.3477783203125],0.702518344,EY09VOS,0.251750111
1000,229,[2088.592244386965 1242.8142821463339 2840.1351708063785 2072.074824536242],[2349.466064453125 1835.0086669921875 2552.84130859375 1928.7908935546875],0.700652421,EV09VVS,0.189792052
1001,229,[2090.3663961223615 1241.0919427865174 2848.5251179481356 2077.49984534144],[2359.742431640625 1849.423828125 2555.905517578125 1937.480712890625],0.654940724,EY09WOS,0.159333089
1004,229,[2104.1487618913775 1265.5770391665965 2852.540921456958 2094.8576875236113],[2366.862548828125 1866.255615234375 2569.547119140625 1961.67333984375],0.731839001,EY06VDS,0.174594935
1007,229,[2126.898974238648 1334.9191802555924 2846.984903425753 2115.9176786988482],[2376.715576171875 1887.3692626953125 2577.193115234375 1980.109619140625],0.72183609,EY09VVS,0.616016665
1008,229,[2125.8542110903704 1339.9830147079779 2852.721157952307 2123.761096005586],[2373.10205078125 1895.105712890625 2578.019775390625 1986.35888671875],0.709162593,EY09VMS,0.267631491
1009,229,[2123.866339942452 1346.7204508356513 2853.145432877872 2128.537959087967],[2380.070068359375 1897.9925537109375 2581.805908203125 1992.1878662109375],0.699505687,EY09VGS,0.459876764
1010,229,[2123.0003539493214 1356.2214260650248 2855.6432431569447 2135.5023905120997],[2374.62158203125 1912.400390625 2579.136474609375 2005.528564453125],0.706481397,EY09VMS,0.742227623
1011,229,[2126.477831678058 1360.694831600632 2865.656276185438 2142.5930576611454],[2380.83203125 1918.802490234375 2588.07666015625 2011.93212890625],0.714891076,EY09VMS,0.417804936
1013,229,[2123.3772648920262 1361.642580085957 2873.241426325394 2149.273788298483],[2385.77685546875 1928.7535400390625 2592.5380859375 2025.123779296875],0.718734801,EY09VNS,0.657670296
1014,229,[2120.3418256252507 1347.3122649909055 2884.648610780699 2149.60704655625],[2388.03515625 1943.2965087890625 2594.955322265625 2035.7801513671875],0.682249069,EY05VNS,0.394304177
1015,229,[2122.6639029047665 1354.013852551479 2881.342730963794 2148.659266934259],[2387.537109375 1946.2677001953125 2595.667236328125 2038.052978515625],0.684167981,EY09VST,0.576661176
1016,229,[2133.6921572120705 1376.2995943240676 2874.9152202964606 2148.063142286748],[2393.087646484375 1958.457763671875 2598.9033203125 2048.73095703125],0.699838281,EV09VIS,0.170679154
1019,229,[2117.3346898611308 1304.5305543265324 2923.929740037581 2148.037330053671],[2399.70703125 1978.2388916015625 2608.140380859375 2074.09375],0.71431464,EY09VNS,0.633143577
1020,229,[2117.7526298431467 1295.9740259265916 2930.7316104031806 2147.7006340185458],[2395.28759765625 1991.6890869140625 2618.77294921875 2085.90478515625],0.703180313,EV09VUS,0.074251125
1021,229,[2140.830232007024 1346.0711599810807 2911.837074436238 2146.816662083757],[2396.1943359375 1993.0130615234375 2615.36865234375 2087.386962890625],0.687644005,EY09VIS,0.39506279
1022,229,[2118.231308302297 1297.3827814790316 2931.165747944717 2146.387288088038],[2408.048095703125 2002.865966796875 2618.655029296875 2101.0458984375],0.719661176,EY06VIS,0.186168986
1025,229,[2150.7868607870178 1350.8462293081302 2923.003602768662 2145.35796792505],[2412.75048828125 2021.246337890625 2622.2275390625 2123.4228515625],0.741496682,EY09VCS,0.309075235
1026,229,[2142.7174653419424 1329.2598220348104 2936.7508615813017 2144.761191638843],[2413.429443359375 2035.8775634765625 2623.732666015625 2131.454833984375],0.731087685,EV09VIS,0.232708483
1027,229,[2155.6292698490106 1360.5493205707621 2925.691637366823 2144.3134929182497],[2414.864013671875 2039.832275390625 2629.472900390625 2135.9091796875],0.698144019,EY06VOS,0.226201024
1030,229,[2197.509077158106 1462.7144014914722 2898.6984899175854 2142.822726144507],[2421.939208984375 2063.888427734375 2639.588623046875 2160.0],0.727050781,ET09MMS,0.166364202
1031,229,[2197.1604106026516 1482.1588995455998 2894.0557478519468 2142.0011424419827],[2428.788818359375 2075.78125 2645.55712890625 2160.0],0.710713267,EV09VMS,0.228779243
1105,549,[2118.0667441871715 1133.8127393250847 2785.900688568257 1792.0246591219768],[2373.902099609375 1601.9586181640625 2524.114501953125 1669.43408203125],0.269903481,BP63LYF,0.51353687
